,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Name,Energy Cost,Source,Type,Subtype,Speed,Offense,Defense,RulesText,FlavorText,image,CommentsTags,Comments,RelatedCards,TagsReal,Formats,Set
\,2,mm,Spell,,2,,4,"Choose One --
- Deal 4 damage to target<reality> unit.
- Put target<memory> card on the top or bottom of it's deck. Draw 1.",,n,,,,,,
\,2,mm,Spell,,-1,,4,"Choose One --
- Flip all enemy<reality> units.
- Give target unit +3<offense> +3<defense> and swiftness this round.",,n,,,,,,
\,2,m,Spell,,2,,3,"Choose One --
- Deal 4 damage to target<reality> unit.
- Give target unit +3<offense> and trample this round.",,n,,,,,,
\,3,mm,Spell,,1,,5,"Choose One --
- Destroy target<reality> unit.
- Void all<memory> cards. Void ~.",,n,,,,,,
\,3,m,Spell,,,,,"Choose One --
- Destroy all<reality> cards with base cost 3 or greater.
- ",,n,,,,,,
\,2,m,Spell,,3,,4,"<X> = The greatest <offense> among allied units.
Choose one --
- Gain <X> life. Draw 1.
- Destroy target<dream> spell with <defense> <X> or less.",,n,,,,,,
\,2,m,Spell,,2,,3,"Choose one or both --
- Give target unit +2<offense> +2<defense> this round.
- Give target unit -1<offense> -1<defense> this round.",,n,,,,,,
\,2,mm,Spell,,-1,,4,Allied<reality> claims have +2<offense> and are units in addition to their other types.,,n,,,,,,
\,3,mm,Item,,-3,,4,"Choose One --
- Allied units have +2<offense> +2<defense>
- All<reality> units have -1<offense> -1<defense>.",,n,,,,,,
\overwhelm Claim,2,m,Claim,,0,,4,"Energize 2
Spellform 3<speed> | 1<energy>2<material> -- Give target unit trample this round. Draw 1.",,n,,,,,,
The Winding Trail,2,m,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
∞<speed> Round start: Create a cached Three Paths.",,y,,,,,,
,2,m,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
Skill∞<speed> | Flip ~: ",,n,,,,,,
Friendly Financier,2,m,Unit,,1,2,1,Activated abilities of allied<reality> supply caches cost 2<energy> less.,,y,,,,,,
\,2,m,Claim,,1,,5,"Energize 1, Bloodlust",,n,,,,,,
\,2,m,Spell,,1,,3,Destroy target<reality> card with base cost less than or equal to your Domain.,,n,,,,,,
Unfortunate Accident,1,mm,Spell,,-1,,2,Destroy target<reality> unit with 2<offense> or less.,,y,,,,,,
Sinkhole,3,m,Claim,,-2,,,"Energize 1
Arrive<reality>: Destroy target<reality> unit with base cost 1 or less.",,y,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
--- Old World --,,,,,,,,,,,,,,,,
Standoff,1,oo,Item,,0,,3,∞<speed> When a player plays a card: Discard<reality> ~ and that player's opponents draw 2 cards.,,y,#law,,,,,
Falconmaster,2,o,Unit,,-1,1,2,Arrive<reality>: Create<reality> two 1/1 bird unit tokens with flying.,,y,#threat #blink2,,,,,
Inverted Psyche,1,o,Spell,,2,,4,"Swap target unit's <offense> and <defense> this round. 
Draw 1.",,y,#int #trick,,,,,
Rotten Deal,3,ooo,Spell,,2,,5,Swap two target<reality> cards of the same type.,,y,#swap #int #trick,,,,,
Soul Link,2,o,Spell,,3,,4,Swap two target<reality> allied units.,,y,#swap #int,,,,,
Battlefield Warp,2,oo,Spell,,2,,4,"Choose one --
- Swap two target attacking units.
- Swap two target blocking units.
- Create<reality> two Supply Caches.",,y,#swap #int,,,,,
Power of Foresight,1,o,Item,,0,,6,"1 - Count -- Round start.
v - Count 2+
2 - ∞<speed> Arrive<reality>: Discard<reality> ~ to draw 3 cards.",,y,,,,,,
Contemplate,3,o,Spell,,2,,4,Draw two cards.,,y,#draw1,,,,,
Old World Spellcaster,2,oo,Unit,,2,2,1,"Arrive<reality>: Choose one --
- Void target<reality> card, then it's controller summons it.
- Give target<reality> unit flying this round.
- Draw 1.",,y,#int #draw,,,,,
Demonic Mirror,3,oo,Item,,-2,,8,You may have ~ arrive as a copy of another card<reality>.,,y,,,,,,
Surprise Surveillance,1,o,Spell,,3,,3,"Look at target player's hand.
Draw 1.",,y,,,,,,
\Energy Meltdown,3,ooo,Spell,,-3,,5,"Each player summons Energy Flasks equal to the amount of energy they have.
Void all<dream> cards and abilities.
End the round.",,n,#int,,,,,
Forbidden Knowledge,1,ooo,Spell,,-2,,3,"Forget 6
Draw two cards.",,y,#Forget #draw,,,,,
Shiver their Timbers!,2,o,Spell,,2,,3,"Flip or unflip a target<reality> unit for each other card you resolved this round.
Draw 1.",,y,#int,,,,,
\,2,o,Unit,,-1,3,1,"Flying
∞<speed> Arrive<reality>: Inspect 6. You may cache an inspected item. Reset.",,n,#selection #cache #spell3,,,,,
Disappearing Orb,3,oo,Item,,2,,4,"Vanishing
∞<speed> Arrive<reality>: Void all allied<reality> cards until ~ Departs<reality>.",,y,#blink1,,,,,
Energy Credit Card,2,ooo,Item,,0,,2,"1 -- Your cards<any> cost 1<energy> less. This cannot reduce costs below 1.
v -- Round end.
2 -- Your cards<any> cost 1<energy> more.
      Vanishing",,y,#multicards,,,,,
Brainwave,2,oo,Item,,-1,,3,"Your cards cost 1<energy> less for each other allied<dream> card.
You cannot draw cards while there are allied cards in dream.",,y,#multicards,,,,,
\,3,oo,Unit,,-2,1,4,"1 -- Count -- You resolve a spell.
v -- Count 3+
2 -- ∞<speed> Arrive<reality>: The next spell you play costs 1<energy>. Remove all level counters from ~ and return to level 1.",,n,#Spells #multicards,,,,,
Moonlight Assasin,3,oo,Unit,,-3,3,2,"Arrive<reality>: If you've resolved 2+ other cards this round, destroy target unit.",,y,#int #multicards,,,,,
Menacing Stormshark,3,o,Unit,,0,1,1,"Overwhelm
~ arrives with two +1<offense> +1<defense> counters for each other allied card resolved this round.",,y,#multicards,,,,,
\Mysterious Cyclone,2,oo,Unit,,-1,1,3,∞<speed> Arrive<reality>: Cache the top card of your deck for each other allied card resolved this round.,,n,#cache #multicards,,,,,
Burning Lich,2,oo,Unit,,0,3,2,"First Strike
<memory> | ∞<speed> When you resolve your third spell each round: Summon ~ from your memory.",,y,#multicards2 #memory2,,,,,
\cost reducer,2,o,Unit,,0,1,3,"Choose <X> | A card type.
Allied<any> <X> cost 1<energy> less. This cannot reduce costs below 1<energy>.",,n,,,,,,
Vile Pirate,2,o,Unit,,0,1,2,"Flying
∞<speed> When you resolve your 4th card each round: Give ~ +3<offense> +3<defense> this round.",,y,#multicards2,,,,,
Sudden Tornado,3,oo,Spell,,-3,,3,"Deal 1 damage to each enemy<reality> card and opponent for each other card you resolved this round, up to 3.",,y,#multicards #burn,,,,,
Sage of the Sun,2,o,Unit,,1,2,3,"∞<speed> When you draw your 2nd card each round, you may summon ~ from your hand.",,y,#draw2,,,,,
Frostblade Adept,1,o,Unit,,0,0,1,"Flying
∞<speed> Whenever you draw a card: Gived ~ +1<offense> +1<defense> this round.",,y,#draw2,,,,,
\card draw one,5,oo,Unit,,-1,4,3,<any> | ~ Costs 2 less for each card you've drawn this round.,,n,#draw2,Give this some kind of more interesting ability,,,,
Accelerated Research,2,oo,Item,,0,,4,"∞<speed> When you draw your 2nd, 4th, or 6th card each round, create<reality> a 2/2 unit token.",,y,#draw2 #threat,,,,,
\Storm Brain,1,o,Spell,,3,,3,"Breakpoint
Draw 3, then put 2 cards from your hand on top of your deck.",,n,#draw1,,,,,
\Double Take,2,oo,Spell,,2,,4,"Draw 1.
If you resolved 2 or more other spells this round, draw 2 instead.",,n,#draw1 #multicards2 #spells2,,,,,
Spare Supplies,1,o,Spell,,-1,,3,Create<reality> a Supply Cache and an Energy Flask.,,y,#items2,,,,,
\Recycling Plant,2,oo,Item,,0,,3,∞<speed> Round end: You may discard<reality> an item to draw 1.,,n,#items2 #draw1,,,,,
\scissor guy,3,o,Unit,,-3,1,3,Each allied<reality> nonunit item has +2<offense> and is a unit in addition to it's other types.,,n,#items2,,,,,
Airdrop,1,oo,Spell,,-3,,3,Destroy target item. It's controller creeates<reality> a 4/4 unit token.,,y,,,,,,
Repurpose,2,oo,Spell,,-2,,5,Destroy target<reality> allied item to summon target<memory> item.,,y,#items2,,,,,
\Paperclip Printer,2,o,Unit,,0,2,2,∞<speed> Attack: Discard<reality> any number of cards to create<reality> that many Energy Flasks.,,n,#items3 #aristocrats,,,,,
\,5,oo,Unit,,-1,2,2,"Flying 
∞<speed> Arrive<reality>: Draw 1.
<any> | ~ Costs 1<energy> less for each allied card resolved this round.",,n,#spells2 #multicards2,,,,,
Knightly Reinforcements,3,oo,Spell,,-2,,4,Create<reality> 2 Knight of Redemption.,,y,#spells2,Add another word to the name,,,,
Void Shift,2,o,Spell,,3,,3,"Void target unit until round end.
Recast -- 1<energy>2<oldworld>",,y,#blink1,,,,,
The Displacer,4,oo,Unit,Blink,-1,3,3,"Arrive<reality>: Void each other allied nonblink unit, then summon them.",,y,#blink1,,,,,
Tower Lookout,3,o,Unit,,-1,1,2,∞<speed> Arrive<reality> or Depart<reality>: Create a Watchman (2/1 unit with formation).,,y,#blink2,,,,,
Amatuer Illusionist,3,oo,Unit,,2,3,2,"Flying
Arrive<reality>: Void another target<reality> card until round end.",,y,#int #blink1,,,,,
Stop Right There!,1,o,Spell,,2,,3,"Target unit gets -3<offense> this round. 
Draw 1.",,y,#int #trick,,,,,
Unexpected Gift,5,ooo,Item,,2,,4,"Arrive<reality>: Swap ~ with target<board> card. If it was allied, +4<energy>.",,y,#int,,,,,
Adapt,1,o,Spell,,3,,3,"Choose One -- This round, give target allied unit...
- +3<offense> -3<defense>
- -3<offense> +3<defense>
Draw 1.",,y,#int #trick,,,,,
Walk the plank!,2,o,Spell,,2,,4,Target player discards<reality> a unit.,,y,#int,,,,,
Unfortunate Timing,2,ooo,Spell,,-3,,4,Give each unit that arrived this round -2<offense> -2<defense> this round.,,y,#int #sweeper,,,,,
Wretched Ritual,4,ooo,Spell,,-3,,6,Give each unit -4<offense> -4<defense> this round.,,y,#int #sweeper,,,,,
\enemies lose abilities,3,oo,Item,,-1,,3,"Vanishing
∞<speed> Arrive<reality>: Draw 1.
Enemy units lose all abilities.",,n,#int,,,,,
Twisted Mindmage,4,oo,Unit,Wizard,-3,3,2,Arrive<reality>: Gain control of target unit with <offense> 2 or less. Unflip it.,,y,#int,,,,,
Acid Rain,3,oo,Spell,,-2,,4,Give all units -2/-2 this round.,,y,#int #sweeper,,,,,
Extortion,1,o,Spell,,3,,4,"Destroy target<dream> spell or item unless it's controller pays 2<energy>. If they do, Draw 1.",,y,#int #stop,,,,,
\,2,oo,Spell,,3,,3,"Choose One --
- Destroy target<dream> card unless it's controller pays 3<energy>. If they do, Draw 1.
- ",,n,#int #stop,,,,,
Port Pirate,1,oo,Unit,Pirate,-2,2,1,"<$>3<speed> | 1<energy>, Discard<reality> ~: Destroy target<dream> spell or item unless it's controller pays 3<energy>. If they do, Draw 1.",,y,#int #bear #stop,,,,,
Outlast,1,o,Spell,,3,,3,"Target<reality><dream> unit gains ""Ward -- 2<energy>"" this round.
Energize 1.",,y,#int #protection,,,,,
Mimic,3,o,Spell,,2,,7,Target<board><dream> unit becomes a copy of another target<board> unit this round.,,y,#int,,,,,
Brace for Impact,2,oo,Spell,,2,,5,"Choose one -- This round, give target unit base stats...
- 1<offense> 5<defense>
- 5<offense> 1<defense>",,y,#int #trick,,,,,
Fungal Decay,2,o,Spell,,-1,,3,Give target<board> card -3<offense> -3<defense> this round.,,y,#int,,,,,
Plunder Soul,2,o,Spell,,0,,3,"Augment | 1<energy>1<arca> -- Take 4 damage.
Give target<board> unit -4<offense> -4<defense> this round.",,y,#int #lifechange,,,,,
Twisted Form,1,oo,Spell,,1,,3,"Give target<board> unit +2<offense> -1<defense> this round. 
Draw 1.",,y,#int #removal #trick,,,,,
Train Station,3,o,Claim,,1,,4,"Energize 1
∞<speed> Arrive<reality> or Depart<reality>: Draw 1",,y,,,,,,
The Mysterious Isle,2,o,Claim,,3,,6,"Energize 1
∞<speed> Arrive<reality>: Recall an allied claim to Draw 1.",,y,,,,,,
Smuggle,1,oo,Spell,,3,,3,"Breakpoint
Draw 1.
+1<energy>
Cache 2 cards from your hand.",,y,,,,,,
\,2,oo,Spell,,0,,4,"Choose <X> | A card type.
Target player discards<reality> a <X>.",,n,#int,,,,,
The Plan,2,ooo,Item,,0,,6,"Vanishing.
∞<speed> Round end: Draw 2.",,y,#draw1,,,,,
Shifting Shadow,2,oo,Unit,,-1,2,1,Depart<reality>: Summon a unit from your hand with base cost 3 or less.,,y,#^Depart<reality>,,,,,
Swift Revenge,1,o,Spell,,1,,3,"Give target<board> card -2<defense> this round.
If an allied card died this round, give it -3<offense> -3<defense> instead.",,y,#int,,,,,
Worn Scroll,2,oo,Item,,2,,3,"Breakpoint
∞<speed> Arrive<reality>: Draw 1, +1<energy>",,y,,,,,,
Celestial Portal,5,ooo,Item,,-3,,5,Arrive<reality>: Create<reality> a 4/4 unit for each allied card resolved this round.,,y,#multicards2,,,,,
Transmute Essence,2,o,Spell,,2,,4,"Void target<board><dream> allied card. Reveal cards from the top of your deck until you reveal a card of the same type. Summon it, then suffle.",,y,,,,,,
Book of Secrets,4,oo,Item,,3,,4,"Breakpoint
∞<speed> Arrive<reality>: Delve 4, draw 2.",,y,,,,,,
Artificer's Tower,3,o,Claim,,-3,,4,"Energize 1
∞<speed> Arrive<reality>: Summon an item with base cost 3 or less from your hand.",,y,,,,,,
Forgotten Relic,3,ooo,Item,Relic,-2,,4,"Forget 4
∞<speed> Arrive<reality>: Draw 3.",,y,,,,,,
\something Ruins,2,o,Claim,Ruins,1,,4,"Energize 2
Spellform 3<speed> | 1<energy>1<oldworld> -- Breakpoint. Draw 1.",,n,,,,,,
Gas Giant,6,oo,Unit,,0,5,5,<any> | ~ costs 1<energy> less for each spell in your memory.,,y,,Add another ability,,,,
Embargo,2,oo,Item,Law,-3,,5,"Choose <X> | A number.
∞<speed> When a card arrives<board> with base cost <X>: Discard<reality> ~ to destroy it.",,n,#int #law,,,,,
Noncompete,2,oo,Item,Law,-1,,5,∞<speed> When a card with the same name as a card in reality arrives<reality>: Destroy it.,,y,#int #law,,,,,
\,2,o,Unit,,0,3,2,∞<speed> When you discard<hand> or draw your third card in a round: Summon ~ from your memory.,,n,,Add another ability,,,,
Goblin Security System,3,o,Item,Law,3,,3,"Allied<board> items have +3<defense>.
∞<speed> Whenever an allied item departs<reality>: Deal 1 damage to each opponent.",,y,,,,,,
\,5,oo,Item,,2,,5,"∞<speed> Arrive<reality>: Choose one or both -- Summon to dream a spell with base cost 4 or less...
- From your hand.
- From your memory.",,n,,,,,,
\Item Academy,3,oo,Claim,,1,,4,"∞<speed> Arrive<board> and Round Start: +1<energy> for each allied<board> item, up to 3.",,n,,,,,,
Weight of Knowledge,2,o,Spell,,2,,4,Give target<board> unit -1<offense> -1<defense> this round for each spell in your memory.,,y,,,,,,
Myrkur Spellkeeper,2,o,Unit,Wizard,0,2,3,"Flying
Allied<any> spells cost 1<energy> less (this cannot reduce the cost below 1).",,y,,,,,,
Economy of Scale,2,oo,Item,,0,,3,"Choose <X> | A card type.
Your <X> cards<any> cost 1<energy> less <this cannot reduce the cost below 1>.",,y,,,,,,
\,2,o,Unit,Wizard,2,2,1,"Arrive<reality>: Void target<reality> unit, then it's controller summons it. If it's an allied wizard, repeat a second time.",,n,,,,,,
Bridgework Ruins,3,o,Claim,Ruins,1,,4,"Energize 1
∞<speed> Arrive<reality>: Draw 1.
Spellform0<speed> | 4<oldworld> -- Draw 1.",,y,,,,,,
Workshop Reactor,4,oo,Item,,0,,3,"Vanishing
Allied<any> items cost 2<energy> less.",,n,,,,,,
\,2,oo,Unit,Goblin,0,1,4,"Swiftness
∞<speed> Attack: Discard<reality> any number of items to +2<energy> for each.",,n,,,,,,
\,2,o,Unit,Welder Goblin,0,1,1,Attack: You may discard<reality> an item to summon another allied<memory> item.,,n,,,,,,
\Inspect for spell,1,oo,Spell,,-1,,3,"Inspect 6 
You may draw an inspected spell.
Reset",,n,,,,,,
Braintower,2,o,Claim,Ruins,1,,4,"Energize 2
Spellform2<speed> | 1<energy>2<oldworld> -- Breakpoint. Draw 2, then put a card from your hand on top of your deck.",,n,,,,,,
\,2,o,Item,Law,2,,3,"∞<speed> Arrive<reality>: Inspect 6. You may cache an inspected law. Reset.
Allied<reality> laws have ""Ward -- 1<energy>"".",,n,,,,,,
\Unit Claim,3,o,Claim,,1,,4,"Energize 2
<$>2<speed> | 3<energy>2<oldworld>, Discard<reality> ~: Create<board> a Cryptic Drake.",,n,,,,,,
Old World Spellbook,1,o,Item,Spellbook,0,,3,"Skill∞<speed> | Discard<reality> ~: Create a cached __, Mimic, or Braintower.",,n,,The cards created are subject to change. They should be cards that are just on the fringe of being played normally. I wanted to include a claim as well.,,,,
\,1,o,Spell,,1,,3,"Give target unit -<offense10> this round.
Create<reality> a Supply Cache.",,n,,,,,,
\,2,oo,Spell,,-1,,4,"Draw 3 cards.
Each opponent draws 2 cards.",,n,,,,,,
\,2,oo,Item,,0,,3,∞<speed> Round end: Pay <energyX> to summon <X> Energy Flasks.,,n,,,,,,
\Misleading Informant,3,o,Unit,Human Scribe,-1,3,4,Enemy units arrive<reality> flipped.,,n,#law #int,,,,,
Book of Negation,1,oo,Item,Spellbook,0,,3,"Skill∞<speed> | 1<energy>, Sacrifice ~: Destroy target unresolved spell or ability.",,n,,,,,,
\,1,oo,Item,,0,,3,"Skill3<speed> | 1<energy>: Void target allied unit until ~ departs<reality>.
Skill3<speed> | 1<energy>: Destroy ~.",,n,,,,,,
\,2,oo,Item,Law,1,,5,"Choose <X> | A card name.
Arrive<reality>: Flip all <X>.
<X> cards don't unflip at round start.",,n,#bear #int #law,,,,,
Out of Mind,3,oo,Item,Law,-2,,5,"Choose <X> | A card name.
<X> can't deal damage.",,y,#int #law,,,,,
Pick and Ban,4,ooo,Spell,,3,,6,"Search your deck for up to four unique cards and reveal them. Starting with your opponent, take turns choosing cards. Discard the cards your opponent chose, draw the cards you chose.",,y,,,,#Search,,
A Difficult Choice,1,oo,Spell,,-1,,4,Choose two target<reality> cards an opponent controls. They discard one of them.,,y,,,,,,
Timeline Collapse,1,o,Spell,,-3,,4,"Trigger all allied ""round end"" and ""round start"" abilities.",,y,,,,,,
\,2,ooo,Spell,,-2,,5,Draw until you have four cards total in hand and channel zone.,,n,,,,,,
\,1,o,Item,,0,,,"∞<speed> Dies: Draw 1.
Skill∞<speed> | 1<energy>, Discard<board> ~: .",,n,,,,,,
Confiscate,4,oo,Item,,1,,5,Arrive: Target player gains control of target<reality> card.,,y,,,,,,
Delightful Gift,1,o,Spell,,0,,6,"Augment | 2<oldworld> -- Target opponent gains control of target<reality> allied card.
Draw 1.",,y,,,,,,
\The SimulationTM,3,ooo,Item,,-1,,5,"Allied<hand><memory><void><channel><deck> cards are items in addition to their other types.
Your cards<any> costs cannot be reduced below 1<energy>.",,n,,,,,,
Soul Shield,2,oo,Item,,0,,3,"If you would take damage from enemy cards or abilities, you take 1 less damage instead.",,n,,,,,,
\,3,o,Spell,,2,,5,Destroy all<reality><dream> cards with base cost 1 or less.,,n,,,,,,
Arcane Goldfish,1,o,Unit,,2,1,1,~ has +1<offense> +1<defense> for each card in your hand.,,y,,,,,,
\,5,oo,Item,,-3,,4,"Each player chooses an allied<reality> card of each type, then discards<reality> the rest.",,n,,,,,,
\,2,o,Spell,,-2,,3,Destroy target<reality> unit with <offense> less than the number of cards in your hand.,,n,,,,,,
\,2,ooo,Spell,,1,,3,Target unit loses all abilities and has base stats 1<offense> 1<defense> this round.,,n,,,,,,
\,1,o,Spell,,3,,3,"Choose One --
- Give target<reality><dream> unit -5<offense> +5<defense> this round.
- Void target<memory> card. Draw 1.",,n,,,,,,
\,2,o,Spell,,2,,4,"Choose One --
- Give target unit +2<offense> -2<defense> this round..
- Draw 1. Each player gains 4 life.",,n,,,,,,
,2,o,Spell,,,,,"Choose One --
- Destroy target<reality> item with base cost 2 or less.
- ",,n,,,,,,
\,2,o,Spell,,1,,3,"Choose One --
- Give target unit -4<offense> -2<defense> this round.
- Give each<reality> unit -1<offense> -1<defense> this round.",,n,,,,,,
\,3,o,Spell,,3,,5,"Choose One --
- Destroy target<reality> claim.
- Breakpoint. Inspect 4. Draw up to 2 inspected cards. Reset.",,n,,,,,,
\,3,o,Spell,,-3,,5,"Choose One --
- Each player discards<reality> a card of each type.
- Delve 4, draw 2. ",,n,,,,,,
\,3,o,Item,,-1,,4,"Vanishing
Choose One --
- All<reality> units have -3<offense>
- Allied<reality> units have +2<offense>",,n,,,,,,
\,2,oo,Spell,,-2,,,"Choose One --
- Recall all<reality> items target player controls.
- Draw 1. Create<reality> 2 Energy Flasks.",,n,,,,,,
\,4,o,Spell,,-2,,5,"Choose <X> - A card type.
Choose One --
- Destroy all<reality> <X> cards with base cost 2 or less.
- Recall 3 target<memory> <X>.",,n,,,,,,
\flying Claim,2,o,Claim,,0,,4,"Energize 2
Spellform 3<speed> | 1<energy>2<oldworld> -- Give target unit flying this round. Draw 1.",,n,,,,,,
Secret Stockpile,2,o,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
∞<speed> Round start: Create<reality> a Supply Cache.",,y,,,,,,
Sunken Shrine,2,o,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
Skill∞<speed> | Flip ~: Draw 2, then put 2 cards from your hand on top of your deck.",,y,,,,,,
Cosmic Observatory,2,o,Claim,,1,,5,∞<speed> Round start: Draw 1.,,y,,,,,,
Interdimensional Lighthouse,3,o,Claim,,1,,5,"∞<speed> Arrive<reality>: Draw 1.
Skill3<speed> | Flip ~: Void target<reality> card, then it's controller summons it.",,y,,,,,,
,2,o,Spell,,3,,4,"Choose One --
- 
- Destroy all<dream> abilities.",,n,,,,,,
\,1,o,Spell,,0,,3,"Delve 2.
Draw 1.",,n,,,,,,
Cryptic Drake,3,o,Unit,,2,4,4,"Flying
Ward -- 2<energy>",,n,,,,,,
\,2,o,Claim,,1,,5,"Energize 1, Bloodlust",,n,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,
--- Zelor ---,,,,,,,,,,,,,,,,
\,1,z,Unit,,-1,1,2,"Choose <X> | A card type.
∞<speed> Whenever an allied <X> Departs<reality>: Deal 1 damage to opponents.",,n,#burn1,,,,,
Flame Channeler,2,zz,Unit,,0,3,2,"Choose <X> | A card type.
∞<speed> Attack: Flip any number of unflipped allied<board> <X> to deal that much damage to opponents.",,y,#burn1,,,,,
Flashback,2,zz,Spell,,-2,,4,Summon to dream target<memory> spell with base cost 3 or less.,,y,#memory2,,,,,
Lavasmith,2,zz,Unit,,-1,1,4,"If an allied spell or ability would deal damage, it deals that much damage +1 instead.",,y,#burn2,,,,,
Lieutenant Rusker,3,zz,Unit,,-3,3,4,"If an enemy<reality><dream> card would take damage more than once in a round, destroy it instead.",,y,#burn2,,,,,
Gateway Archer,2,zz,Unit,,-1,2,2,"Choose <X> | A card type.
∞<speed> Whenever an allied <X> arrives: Deal 1 damage to opponents.",,y,#units2,,,,,
Respected Mage,2,zzz,Unit,,3,2,1,∞<speed> Arrive<reality>: Cache target<memory> allied spell.,,y,#memory2,,,,,
Flame Oracle,1,z,Unit,,0,1,2,"Formation
∞<speed> Whenever an allied spell or ability deals damage: Give ~ +2<offense> this round.",,y,#burn2,,,,,
Forgotten Hunter,2,zz,Unit,,-1,2,3,Arrive<reality>: You may recall target<memory><void> card.,,y,#recall,#merge,,,,
Burning Ascent,2,zz,Item,,-1,,4,"1 -- ∞<speed> Count -- You resolve a spell with the same base cost as a allied spell in memory or void.
v -- Count 3+
2 -- Whenever you play a spell: Copy it. You may choose new targets for the copy.",,y,#ascension #engine,#single,,,,
Ancient Dreamshaper,2,zzz,Unit,,-3,2,1,Arrive<reality>: Summon target<memory> allied nonspell that entered memory this round.,,y,#memory2 #aristocrats,"
add more of these",,,,
Beacon of Last Light,3,zzz,Item,,-2,,3,∞<speed> Whenever one or more cards leave your memory: Create<board> a Knight of Redemption.,,y,#memoryleave,,,,,
Mesa Guide,3,zz,Unit,,2,3,2,"Swiftness, First Strike
When ~ leaves your memory: Deal 2 damage to opponents.",,y,#memoryleave,,,,,
Replenish,2,zz,Spell,,2,,4,"Breakpoint
Put up to 4 allied<memory> cards on top of your deck in any order.
Draw 1.",,y,#cache1,,,,,
Mind Thief,1,z,Unit,,0,2,1,∞<speed> Arrive<reality>: Put target<memory> card on top of it's deck.,,y,,#merge,,,,
Precognition,1,z,Spell,,2,,3,"Draw 1.
Put target<memory> card on top of it's deck.",,y,,,,,,
Molten Image,1,zzz,Spell,,-3,,3,Summon a card with base cost 4 or less from your hand. It gains vanishing this round.,,y,,,,,,
Training montage,1,z,Spell,,2,,3,"Breakpoint
Recall target<memory> spell.",,y,#recall #Spells,,,,,
Seasoned Loremaster,3,zzz,Unit,,2,4,3,Arrive<reality>: You may summon target<memory> allied spell or item with base cost 2 or less.,,y,#Spells #memory2,,,,,
Recuperate,2,zz,Spell,,-2,,2,"Create<reality> a Supply Cache.
+3<energy>",,y,#Spells,,,,,
Zelor Spellcaster,2,zz,Unit,,2,2,1,"Arrive<reality>: Choose one --
- Deal 2 damage to target<board> card.
- Give target<board> unit formation this round.
- Draw 1.",,y,#int #burn,idk if formation fits in zelor,,,,
Dark Aperture,2,zz,Spell,,3,,4,"Cache any number of target<board><dream> allied cards. They gain ""Augment | 1<energy>"" while cached.",,y,#cache #int #protection,,,,,
Aton Archivist,2,zz,Unit,,-2,1,2,"If you would discard<hand> a card, cache it instead.",,y,#discard<hand>2,,,,,
Flame Elemental,1,z,Unit,,0,2,1,"If you would discard<hand> ~, summon it instead.",,y,#discard<hand>2,,,,,
"Togg, Keeper of Stories",2,zz,Unit,,-1,2,2,"Forget 3
∞<speed> Arrive<reality>: Recall any number of allied<memory> cards, then discard<hand> that many cards.",,y,#discard<hand> #recall,,,,,
Searing Burst,1,z,Spell,,-2,,3,"Discard<hand> any number of cards to deal that much damage to target<board> card or player.
Recast -- 1<energy>2<zelor>",,y,#removal #discard<hand>1 #burn1,,,,,
Lost Traveler,2,zzz,Unit,,1,1,3,∞<speed> Whenever you discard<hand> a card: Cache the top card of your deck.,,y,#discard<hand>2 #cache1,,,,,
Inspired Encore,4,zz,Spell,,-3,,5,Recall all allied<memory> cards that you discarded<hand><channel> this round.,,y,#discard<hand>2 #recall1,,,,,
Frontier Runner,3,z,Unit,Scout,1,3,4,"Flying, First strike
∞<speed> When you discard<hand> ~, create<board> a Supply Cache.",,y,#discard<hand>2 #cache1,,,,,
Bard's Lesson,2,zz,Spell,,-1,,3,"Discard<hand> up to 2 cards to recall that many other cards from memory.
Create<board> a Supply Cache.",,y,#discard<hand>1 #recall1,,,,,
